   6.7293920e-07	   2.9500000e+02	
  -2.9194865e-01	  -1.0303030e+00	
  -2.7777778e-01	  -1.0342749e+00	
  -2.2727273e-01	  -1.0462666e+00	
  -1.7676768e-01	  -1.0555946e+00	
  -1.2626263e-01	  -1.0625264e+00	
  -7.5757576e-02	  -1.0672018e+00	
  -2.5252525e-02	  -1.0696714e+00	
   2.5252525e-02	  -1.0699111e+00	
   7.5757576e-02	  -1.0678276e+00	
   1.2626263e-01	  -1.0632897e+00	
   1.7676768e-01	  -1.0562218e+00	
   2.2727273e-01	  -1.0466582e+00	
   2.7777778e-01	  -1.0346552e+00	
   2.9385397e-01	  -1.0303030e+00	
   3.2828283e-01	  -1.0224817e+00	
   3.7878788e-01	  -1.0091021e+00	
   4.2929293e-01	  -9.9256943e-01	
   4.3634554e-01	  -9.8989899e-01	
   4.7979798e-01	  -9.7554268e-01	
   5.3030303e-01	  -9.5418468e-01	
   5.4000339e-01	  -9.4949495e-01	
   5.8080808e-01	  -9.3162337e-01	
   6.2375248e-01	  -9.0909091e-01	
   6.3131313e-01	  -9.0542460e-01	
   6.8181818e-01	  -8.7920773e-01	
   7.0051633e-01	  -8.6868687e-01	
   7.3232323e-01	  -8.5194374e-01	
   7.7295830e-01	  -8.2828283e-01	
   7.8282828e-01	  -8.2284341e-01	
   8.3333333e-01	  -7.9285536e-01	
   8.4126293e-01	  -7.8787879e-01	
   8.8383838e-01	  -7.6220946e-01	
   9.0665586e-01	  -7.4747475e-01	
   9.3434343e-01	  -7.3014860e-01	
   9.6881213e-01	  -7.0707071e-01	
   9.8484848e-01	  -6.9654645e-01	
   1.0272607e+00	  -6.6666667e-01	
   1.0353535e+00	  -6.6099643e-01	
   1.0828492e+00	  -6.2626263e-01	
   1.0858586e+00	  -6.2405181e-01	
   1.1363636e+00	  -5.8715131e-01	
   1.1381639e+00	  -5.8585859e-01	
   1.1868687e+00	  -5.5096863e-01	
   1.1944660e+00	  -5.4545455e-01	
   1.2373737e+00	  -5.1426895e-01	
   1.2497689e+00	  -5.0505051e-01	
   1.2878788e+00	  -4.7639207e-01	
   1.3033661e+00	  -4.6464646e-01	
   1.3383838e+00	  -4.3754976e-01	
   1.3556828e+00	  -4.2424242e-01	
   1.3888889e+00	  -3.9804215e-01	
   1.4068792e+00	  -3.8383838e-01	
   1.4393939e+00	  -3.5737947e-01	
   1.4567086e+00	  -3.4343434e-01	
   1.4898990e+00	  -3.1589079e-01	
   1.5063114e+00	  -3.0303030e-01	
   1.5404040e+00	  -2.7564294e-01	
   1.5574192e+00	  -2.6262626e-01	
   1.5909091e+00	  -2.3601025e-01	
   1.6075925e+00	  -2.2222222e-01	
   1.6414141e+00	  -1.9236272e-01	
   1.6531635e+00	  -1.8181818e-01	
   1.6919192e+00	  -1.4471591e-01	
   1.6957800e+00	  -1.4141414e-01	
   1.7413087e+00	  -1.0101010e-01	
   1.7424242e+00	  -9.9978232e-02	
   1.7896268e+00	  -6.0606061e-02	
   1.7929293e+00	  -5.7634178e-02	
   1.8312341e+00	  -2.0202020e-02	
   1.8434343e+00	  -6.6917814e-03	
   1.8668602e+00	   2.0202020e-02	
   1.8939394e+00	   5.5294989e-02	
   1.8988886e+00	   6.0606061e-02	
   1.9342613e+00	   1.0101010e-01	
   1.9444444e+00	   1.1364037e-01	
   1.9746614e+00	   1.4141414e-01	
   1.9949495e+00	   1.6245805e-01	
   2.0128918e+00	   1.8181818e-01	
   2.0435414e+00	   2.2222222e-01	
   2.0454545e+00	   2.2531958e-01	
   2.0652421e+00	   2.6262626e-01	
   2.0826755e+00	   3.0303030e-01	
   2.0959596e+00	   3.4089118e-01	
   2.0969211e+00	   3.4343434e-01	
   2.1086063e+00	   3.8383838e-01	
   2.1168116e+00	   4.2424242e-01	
   2.1206998e+00	   4.6464646e-01	
   2.1185005e+00	   5.0505051e-01	
   2.1068514e+00	   5.4545455e-01	
   2.0959596e+00	   5.6360858e-01	
   2.0698723e+00	   5.8585859e-01	
   2.0454545e+00	   5.9713469e-01	
   1.9949495e+00	   6.0848610e-01	
   1.9444444e+00	   6.2524758e-01	
   1.9417805e+00	   6.2626263e-01	
   1.8939394e+00	   6.4197775e-01	
   1.8434343e+00	   6.4298636e-01	
   1.7965316e+00	   6.2626263e-01	
   1.7929293e+00	   6.2510723e-01	
   1.7424242e+00	   6.0425169e-01	
   1.6919192e+00	   5.9288128e-01	
   1.6449440e+00	   5.8585859e-01	
   1.6414141e+00	   5.8539449e-01	
   1.5909091e+00	   5.6812748e-01	
   1.5533185e+00	   5.4545455e-01	
   1.5404040e+00	   5.3839864e-01	
   1.4898990e+00	   5.0948950e-01	
   1.4806250e+00	   5.0505051e-01	
   1.4393939e+00	   4.8789758e-01	
   1.3897400e+00	   4.6464646e-01	
   1.3888889e+00	   4.6428823e-01	
   1.3383838e+00	   4.3379566e-01	
   1.3258373e+00	   4.2424242e-01	
   1.2878788e+00	   3.9755693e-01	
   1.2692821e+00	   3.8383838e-01	
   1.2373737e+00	   3.6231698e-01	
   1.2099379e+00	   3.4343434e-01	
   1.1868687e+00	   3.2890578e-01	
   1.1496556e+00	   3.0303030e-01	
   1.1363636e+00	   2.9452545e-01	
   1.0927114e+00	   2.6262626e-01	
   1.0858586e+00	   2.5799623e-01	
   1.0378181e+00	   2.2222222e-01	
   1.0353535e+00	   2.2051432e-01	
   9.8484848e-01	   1.8445188e-01	
   9.8118081e-01	   1.8181818e-01	
   9.3434343e-01	   1.5071988e-01	
   9.2094992e-01	   1.4141414e-01	
   8.8383838e-01	   1.1777493e-01	
   8.5934411e-01	   1.0101010e-01	
   8.3333333e-01	   8.4726068e-02	
   7.9739608e-01	   6.0606061e-02	
   7.8282828e-01	   5.1682244e-02	
   7.3462502e-01	   2.0202020e-02	
   7.3232323e-01	   1.8834658e-02	
   6.8181818e-01	  -1.1569421e-02	
   6.6856579e-01	  -2.0202020e-02	
   6.3131313e-01	  -4.1815000e-02	
   6.0124621e-01	  -6.0606061e-02	
   5.8080808e-01	  -7.1922697e-02	
   5.3103453e-01	  -1.0101010e-01	
   5.3030303e-01	  -1.0138633e-01	
   4.7979798e-01	  -1.2516254e-01	
   4.4720921e-01	  -1.4141414e-01	
   4.2929293e-01	  -1.4883909e-01	
   3.7878788e-01	  -1.6848238e-01	
   3.4528466e-01	  -1.8181818e-01	
   3.2828283e-01	  -1.8714494e-01	
   2.7777778e-01	  -2.0142058e-01	
   2.2727273e-01	  -2.1549480e-01	
   2.0033657e-01	  -2.2222222e-01	
