   1.5101747e-01	   3.7100000e+02	
  -1.1734547e-01	  -8.9393939e-01	
  -1.0101010e-01	  -8.9917686e-01	
  -6.0606061e-02	  -9.0749926e-01	
  -2.0202020e-02	  -9.1158371e-01	
   2.0202020e-02	  -9.1221161e-01	
   6.0606061e-02	  -9.0941604e-01	
   1.0101010e-01	  -9.0256967e-01	
   1.3032437e-01	  -8.9393939e-01	
   1.4141414e-01	  -8.9201525e-01	
   1.8181818e-01	  -8.8201479e-01	
   2.2222222e-01	  -8.6611529e-01	
   2.4441955e-01	  -8.5353535e-01	
   2.6262626e-01	  -8.4641970e-01	
   3.0303030e-01	  -8.2438318e-01	
   3.1850228e-01	  -8.1313131e-01	
   3.4343434e-01	  -7.9908362e-01	
   3.7691088e-01	  -7.7272727e-01	
   3.8383838e-01	  -7.6818343e-01	
   4.2424242e-01	  -7.3526051e-01	
   4.2746831e-01	  -7.3232323e-01	
   4.6464646e-01	  -7.0188042e-01	
   4.7495081e-01	  -6.9191919e-01	
   5.0505051e-01	  -6.6416783e-01	
   5.1745064e-01	  -6.5151515e-01	
   5.4545455e-01	  -6.2208722e-01	
   5.5568752e-01	  -6.1111111e-01	
   5.8585859e-01	  -5.7521210e-01	
   5.8987732e-01	  -5.7070707e-01	
   6.2328531e-01	  -5.3030303e-01	
   6.2626263e-01	  -5.2647958e-01	
   6.5720133e-01	  -4.8989899e-01	
   6.6666667e-01	  -4.7630366e-01	
   6.8869477e-01	  -4.4949495e-01	
   7.0707071e-01	  -4.1980782e-01	
   7.1569994e-01	  -4.0909091e-01	
   7.4282422e-01	  -3.6868687e-01	
   7.4747475e-01	  -3.6078470e-01	
   7.7248978e-01	  -3.2828283e-01	
   7.8787879e-01	  -2.9910716e-01	
   7.9638264e-01	  -2.8787879e-01	
   8.2155722e-01	  -2.4747475e-01	
   8.2828283e-01	  -2.3383265e-01	
   8.4767618e-01	  -2.0707071e-01	
   8.6654297e-01	  -1.6666667e-01	
   8.6868687e-01	  -1.6204071e-01	
   8.9371291e-01	  -1.2626263e-01	
   9.0909091e-01	  -8.7881446e-02	
   9.1053472e-01	  -8.5858586e-02	
   9.3721653e-01	  -4.5454545e-02	
   9.4949495e-01	  -1.2406850e-02	
   9.5453278e-01	  -5.0505051e-03	
